beneficiary_address,amount_received
0x544cbe6698e2e3b676c76097305bba588defb13a,37987.62
0xd46ef8f260448ae4ecb78ede02251b6a6a194264,180.82239469627632325673030134121755528180505221378
0xc27015aa468cc4e13345d2df4865c70f47629344,124.98336738272693102044843651683040482098234075870
0x4180a37dfa7466170c3ab35d9386013c3c8f1457,124.96735841612297975564461306853093611910558527525
0x3b8035e9c74096160180ea0cc26e32cfbfa21a50,54.028524881107182916723878101589097036946852943210
0xc9bffd19619dee3d0f3e8b6f84b7877515ca2eb1,49.640206523879890864568831936337060082962739375560
0x7daf69887c8137775478f35736967f4873a9c242,49.640206523879890864568831936337060082962739375560
0x39ac2b50ad58ca1741b302dc2c4a626ef451a305,49.640206523879890864568831936337060082962739375560
0x3677f44aa6a7c637450042f63b7e864478dc0cc9,49.640206523879890864568831936337060082962739375560
0x233c62799a827e88cb3cd656227cf227f0844b5f,49.640206523879890864568831936337060082962739375560
0xe4fb639fab491825e8900e2ca4862a146f4e6750,28.433289794296852988589219822734663802270020080078
0x9c5c92138a920462174df83028860d852b849bb0,28.314897901737399448877223158566499913972153946668
0xd1a21a5f90421e40184e2fa974922c43c51624a1,28.023633989958534189229365537180042213935370073382
0x53d630f1c89d6ab1ba904a9de0dba21a11ae5bc0,15.741033589238623092881938029092322594957692062839
0x2dd8af3e5456c3e5a7feaf06c848d235b77a9889,13.141872375648272007213113988905714129013763029134
0x169bc102771a8d4396a95aa01c430f203f2e6d5f,11.270064288149071022437384758666284435935445534130
0x878808fb53a847ec86431cf3c703dcce4de64f8e,11.180091413824538720245353750781673514535075569012
0xba46fbced590a8974d820e60de94b8343f095e2f,9.3806339273338926764047335930894550865276762666482
0xd4398284dfd4301e4ce6ed2cdbdc1e0dc933e685,8.1701574912490815376722226263218758764046298669752
0xd1726a1c9f37ed42544a92dfc38200b0ee9c6a2c,7.4740776952679757680238061804945894513912848540814
0xc4e27942d29544dcab1df9d167e9fc32d4bc62ec,3.7613625488306890305355418178960998851362941693346
0x4e687eff53671b2be6d13f9b0b99682cded12398,2.5331397389135908308189474937112801760335885903348
0x6e7af745622a71b4f89a4ca24abfba3d1c8bd1c4,1.7393928365967513758944918710492505853070143877197
0x0831dbe3961775f9663b95ebb2233a11d3ab4124,0.49590566317356010973704263104400723022879776636186
0xf915da10e5136352ba049acb0545deb119054256,0.49466465801046311246542841024559880372672369787746
0xc0a546b566634dffbf878445180dd63da80c1407,0.48436431515675803511103037761880886375950892945704
0x298e723113d07bdc3882a137544b7f32af278ce2,0.46090931757422478667752160452888960287030903510208
0x7bccff809cc1175be6634de6d124ddf9b565f428,0.44626545664968021887247379910767017014583502698630
0x46f9e95115b0473b04ae3dc9de9be4a0a7201afe,0.40345077852283381300178318156257945582427966427488
0xb08547cea8cd6e288d01354ab903bc7ab23bcf20,0.37887887629351326702382160975409261108321310828396
0x2549f9e75495ca1c80efaa86851c934f4b913e33,0.37192924738017008230278197328300542267159832477138
0xe310634ac4a77d50e485aa1edfff3689eed5c81a,0.37130874479862158366697486288380120942056129052920
0x73fee66861a4770826d9cec2439f14b514f307d5,0.37056414170076338530400633040475615351931684943856
0xaeec5f7e8f4743a0ac2424362bc0e1577f2584e3,0.28828549938743246619598349147027747643180610892356
0xa3ddf89a886a6aa7804138acd393e4a276f7a76b,0.28729269525695486837869211483155073523014685413606
0x9cb86b4fbc70a8366132ab9ca8290cde2ecaedab,0.21916151180292971816707139299892812026628049434310
0xaaf5ccc48587fa9e70a96488306b5b93287fffab,0.17026590837690802566547109354163611608456219605817
0x446e2bac87b23ef8a5d2e34b319a1eaba754c5ee,0.13005734109256531406517033967320309741736237716397
0xa6e6d7bda9b112bacd2ded52490789586a12988f,0.12844403438053921761207185263527214296466608813426
0x2c8a70024cbc5044f8f00ee46d8302e84f6e0959,0.12459691837493852607006776816020602080823647583266
0x20a4ac5f6bc91470dc12a85bbee7f28d123f7b48,0.099900915629308280364944774271878333416962512993316
